a,b,theta,E,E_t1,machine_type,status,file_name
12.8,4.8,45,-3.346527773,-3.346527773,3,Done,pyrene_theta=45_a=12.8_b=4.8.log
4.8,12.8,45,-3.346522753,-3.346522753,3,Done,pyrene_theta=45_a=4.8_b=12.8.log
12.8,4.6,45,-3.337822954,-3.337822954,3,Done,pyrene_theta=45_a=12.8_b=4.6.log
4.6,12.8,45,-3.337817934,-3.337817934,3,Done,pyrene_theta=45_a=4.6_b=12.8.log
12.8,4.9,45,-3.337624034,-3.337624034,3,Done,pyrene_theta=45_a=12.8_b=4.9.log
4.9,12.8,45,-3.337619013,-3.337619013,3,Done,pyrene_theta=45_a=4.9_b=12.8.log
12.9,4.7,45,-3.251071579,-3.251071579,3,Done,pyrene_theta=45_a=12.9_b=4.7.log
4.7,12.9,45,-3.251060284,-3.251060284,3,Done,pyrene_theta=45_a=4.7_b=12.9.log
12.9,4.6,45,-3.250652402,-3.250652402,3,Done,pyrene_theta=45_a=12.9_b=4.6.log
4.6,12.9,45,-3.250647382,-3.250647382,3,Done,pyrene_theta=45_a=4.6_b=12.9.log
12.9,4.8,45,-3.243490631,-3.243490631,3,Done,pyrene_theta=45_a=12.9_b=4.8.log
4.8,12.9,45,-3.243485611,-3.243485611,3,Done,pyrene_theta=45_a=4.8_b=12.9.log
12.9,4.9,45,-3.228778659,-3.228778659,3,Done,pyrene_theta=45_a=12.9_b=4.9.log
4.9,12.9,45,-3.228767364,-3.228767364,3,Done,pyrene_theta=45_a=4.9_b=12.9.log
13,4.6,45,-3.154608859,-3.154608859,3,Done,pyrene_theta=45_a=13.0_b=4.6.log
4.6,13,45,-3.154597564,-3.154597564,3,Done,pyrene_theta=45_a=4.6_b=13.0.log
13,4.7,45,-3.148267243,-3.148267243,3,Done,pyrene_theta=45_a=13.0_b=4.7.log
4.7,13,45,-3.148255948,-3.148255948,3,Done,pyrene_theta=45_a=4.7_b=13.0.log
13,4.8,45,-3.135204367,-3.135204367,3,Done,pyrene_theta=45_a=13.0_b=4.8.log
4.8,13,45,-3.13519872,-3.13519872,3,Done,pyrene_theta=45_a=4.8_b=13.0.log
